Date,AAPL,AMZN,GOOGL,META,MSFT,NVDA,TSLA,Date
2020-10-15,,,,,,,,2020-10-15
2020-10-16,,,,,,,,2020-10-16
2020-10-19,,,,,,,,2020-10-19
2020-10-20,,,,,,,,2020-10-20
2020-10-21,,,,,,,,2020-10-21
2020-10-22,,,,,,,,2020-10-22
2020-10-23,,,,,,,,2020-10-23
2020-10-26,,,,,,,,2020-10-26
2020-10-27,,,,,,,,2020-10-27
2020-10-28,,,,,,,,2020-10-28
2020-10-29,,,,,,,,2020-10-29
2020-10-30,,,,,,,,2020-10-30
2020-11-02,,,,,,,,2020-11-02
2020-11-03,,,,,,,,2020-11-03
2020-11-04,,,,,,,,2020-11-04
2020-11-05,,,,,,,,2020-11-05
2020-11-06,,,,,,,,2020-11-06
2020-11-09,,,,,,,,2020-11-09
2020-11-10,,,,,,,,2020-11-10
2020-11-11,,,,,,,,2020-11-11
2020-11-12,,,,,,,,2020-11-12
2020-11-13,,,,,,,,2020-11-13
2020-11-16,,,,,,,,2020-11-16
2020-11-17,,,,,,,,2020-11-17
2020-11-18,,,,,,,,2020-11-18
2020-11-19,,,,,,,,2020-11-19
2020-11-20,,,,,,,,2020-11-20
2020-11-23,,,,,,,,2020-11-23
2020-11-24,,,,,,,,2020-11-24
2020-11-25,,,,,,,,2020-11-25
2020-11-27,,,,,,,,2020-11-27
2020-11-30,,,,,,,,2020-11-30
2020-12-01,,,,,,,,2020-12-01
2020-12-02,,,,,,,,2020-12-02
2020-12-03,,,,,,,,2020-12-03
2020-12-04,,,,,,,,2020-12-04
2020-12-07,,,,,,,,2020-12-07
2020-12-08,,,,,,,,2020-12-08
2020-12-09,,,,,,,,2020-12-09
2020-12-10,,,,,,,,2020-12-10
2020-12-11,,,,,,,,2020-12-11
2020-12-14,,,,,,,,2020-12-14
2020-12-15,,,,,,,,2020-12-15
2020-12-16,,,,,,,,2020-12-16
2020-12-17,,,,,,,,2020-12-17
2020-12-18,,,,,,,,2020-12-18
2020-12-21,,,,,,,,2020-12-21
2020-12-22,,,,,,,,2020-12-22
2020-12-23,,,,,,,,2020-12-23
2020-12-24,,,,,,,,2020-12-24
2020-12-28,,,,,,,,2020-12-28
2020-12-29,,,,,,,,2020-12-29
2020-12-30,,,,,,,,2020-12-30
2020-12-31,0.4669935551107787,0.3851099644853524,0.3848335069849624,0.4594305060285649,0.43939311267816894,0.5791216249942365,0.8946116979588113,2020-12-31
2021-01-04,0.467635315805112,0.3855844537576459,0.38512856734003464,0.4596927335434766,0.43976671873449835,0.5787817054409994,0.894722801291435,2021-01-04
2021-01-05,0.46770598017683535,0.3854566388180293,0.3843446694953032,0.45940213538268104,0.43976636443646583,0.5790728894089577,0.8946783509614527,2021-01-05
2021-01-06,0.4690598059241024,0.38642054536558185,0.38449072556698954,0.4603571509624409,0.4405013586843188,0.5824143530289612,0.894401769124224,2021-01-06
2021-01-07,0.469927583126759,0.38632380844068476,0.3855180972183668,0.46067938233635014,0.4410880236884706,0.5849270238496087,0.8962453286457707,2021-01-07
2021-01-08,0.4695955894712445,0.3863383982702642,0.38559404565023164,0.4605283375109069,0.4409766214029367,0.584950528984789,0.8982672561857913,2021-01-08
2021-01-11,0.47030599320149635,0.38689755377289625,0.3863244283668873,0.4623741674992799,0.4410780654709882,0.5853687440230009,0.9024739943391675,2021-01-11
2021-01-12,0.4699395665028676,0.3868922211618497,0.38644807761677546,0.46266627724392245,0.441156008342226,0.5848813667351674,0.8989598825609831,2021-01-12
2021-01-13,0.4698698243095708,0.38683178038071275,0.38639994158701135,0.4624616391874231,0.4411006762428431,0.5844503048841442,0.8988436427382678,2021-01-13
2021-01-14,0.47015242295403525,0.3870526486011861,0.38650865931573647,0.4630454331605739,0.44139683670397406,0.5850381242090819,0.8979052654783093,2021-01-14
2021-01-15,0.4703220277317098,0.3871256027350537,0.38646304382964214,0.4635852270227815,0.44108431244063284,0.5856963939832893,0.8982712547946173,2021-01-15
2021-01-19,0.47025106809985656,0.387023771376246,0.3873028021800688,0.4651254707353743,0.44137026575352445,0.5857662983483721,0.8982164030136528,2021-01-19
2021-01-20,0.4711481770930161,0.3892550479792091,0.39084872477057825,0.46569177225505565,0.44272877895420415,0.5861282024446963,0.896070415290081,2021-01-20
2021-01-21,0.47238341418691754,0.3893764529912439,0.3908497827062113,0.46607452282792233,0.44268341496727726,0.5870813461116101,0.8956702956475162,2021-01-21
2021-01-22,0.47256965890835956,0.3894182240710345,0.3908623309285058,0.4660233001077746,0.44266866068667504,0.5872294108717063,0.895689170235665,2021-01-22
2021-01-25,0.47319640774870214,0.3891442608850796,0.3906190177720023,0.4660640020896148,0.4427389174290553,0.5871367240848612,0.8959310739945303,2021-01-25
2021-01-26,0.47209183838411395,0.3886670920640229,0.38986715900009045,0.46598804800799676,0.44247256902869897,0.5857482797459095,0.8956927505256045,2021-01-26
2021-01-27,0.4715217362399976,0.3897271816028333,0.39264197253949434,0.4672657555854842,0.4421144232180903,0.5865778426034297,0.8962168488871477,2021-01-27
2021-01-28,0.4726751797687295,0.3897283359708524,0.39302606913966603,0.46746880157761755,0.4425570025296003,0.5864610951711501,0.8971124910911755,2021-01-28
2021-01-29,0.47434742367430205,0.3898949081435383,0.3933094602870814,0.4639993374406656,0.4428427406821525,0.5865153737268886,0.8941514182202227,2021-01-29
2021-02-01,0.4722237821530805,0.38538879859668634,0.39450962074485596,0.4626372197197778,0.44365684716616144,0.5852077127684318,0.8954975086279133,2021-02-01
2021-02-02,0.4722067156705338,0.3854613051289907,0.39328363819110274,0.4628792850886224,0.44308271976411245,0.5854234317923226,0.8755091664977169,2021-02-02
2021-02-03,0.4713384710480701,0.3855636761319292,0.39882943653963154,0.46214498146291405,0.4421635594757387,0.5849402396846415,0.8663687075246147,2021-02-03
2021-02-04,0.4718775898577503,0.3855145029089393,0.3988502860459777,0.4621492016453162,0.4421911546244677,0.584870206829605,0.8475294338935342,2021-02-04
2021-02-05,0.4718233125353818,0.3855259873344391,0.3986963981192296,0.46216786260857107,0.44177461047529715,0.5848525706277999,0.8474770402329528,2021-02-05
2021-02-08,0.4715474266634077,0.38549458190519464,0.3987138514198381,0.46218654110874147,0.44177478969982775,0.5876100124380325,0.8474361621478449,2021-02-08
2021-02-09,0.47163165879355234,0.3848056117156516,0.3983352330793692,0.46227822671307667,0.4410997003498284,0.5863677401250148,0.8474857256720297,2021-02-09
2021-02-10,0.47160698571941856,0.3848348915196629,0.39835243934654757,0.4614274137996967,0.44047357154677563,0.5870171084845244,0.8496526508925171,2021-02-10
2021-02-11,0.47114780123204736,0.38494289349981353,0.3983317150682615,0.4612084583169268,0.4405061673465035,0.5875846271902755,0.8494782147309214,2021-02-11
2021-02-12,0.47105008075492455,0.38489585279823585,0.39830217567557585,0.4611027579099722,0.4404511003760918,0.5879395788156975,0.8485424501411153,2021-02-12
2021-02-16,0.4714122050092801,0.3848194868359885,0.3983409212655733,0.4612320242584161,0.4404417273165345,0.5845329399569485,0.8490604710331625,2021-02-16
2021-02-17,0.4713832121390026,0.3848755114874127,0.39834491066127253,0.4609778493259634,0.44036592277319864,0.585032962258979,0.846553795902639,2021-02-17
2021-02-18,0.471356990887808,0.38486612109847207,0.3984140499622656,0.4612689897862498,0.44037467543928044,0.5822214277145353,0.8445760125476783,2021-02-18
2021-02-19,0.4711885343362537,0.3855867194532708,0.398474158031154,0.46203528688329737,0.44024884650792395,0.5818014216987805,0.844279850377507,2021-02-19
2021-02-22,0.47162481035072124,0.38523302971299267,0.39818088955616543,0.4615596315079118,0.4399122987374476,0.5810721336473658,0.8493449351221295,2021-02-22
2021-02-23,0.46897478573341295,0.3827780969056018,0.3956702309553145,0.45964084612164424,0.43768083968656574,0.5765960022049107,0.8458958832852349,2021-02-23
2021-02-24,0.46759587504543976,0.38246042406262065,0.3949638478917115,0.45920754309917927,0.4373171979375988,0.5752527648326428,0.8462906252941637,2021-02-24
2021-02-25,0.4689015313402578,0.3840159419182259,0.3964653525174701,0.4607754626208793,0.43792145490028855,0.5813685856968885,0.8501984567543837,2021-02-25
2021-02-26,0.4639299794545238,0.38081854439472335,0.39244544584545654,0.4591972217575727,0.4320975564523629,0.5789621223028527,0.839436823555074,2021-02-26
2021-03-01,0.4667245420919221,0.3811028896797654,0.3926953482128851,0.45979689532060525,0.431884327903488,0.5752550642217813,0.840935611229992,2021-03-01
2021-03-02,0.45846566559613566,0.3799397838005856,0.3913104431696006,0.46002598899568076,0.4272337583644776,0.5759616315533502,0.8359192526481816,2021-03-02
2021-03-03,0.4579757445855442,0.38037878011685333,0.39053512088191555,0.45693898513948417,0.4253057156052978,0.5764873702337376,0.837772982410459,2021-03-03
2021-03-04,0.4562154588867218,0.37910170547434935,0.3894159658865624,0.4560081553492185,0.4238810416748515,0.5737681774161936,0.8396339689514875,2021-03-04
2021-03-05,0.45495833560340626,0.3780907609370017,0.3872267250835229,0.4552128862611105,0.42350282940825434,0.5722112595291112,0.8398630272296497,2021-03-05
2021-03-08,0.45682604971608304,0.37827199332655825,0.3894673877800905,0.4559945017421822,0.4229055359861692,0.5760637180429048,0.8416434759727459,2021-03-08
2021-03-09,0.4510539766797252,0.3759001635400088,0.38443145172241117,0.45285342700489184,0.417919545492008,0.575586388777161,0.8506124316525516,2021-03-09
2021-03-10,0.4458232087699275,0.3727839497632797,0.3816104341509441,0.4501945627311849,0.412663795014712,0.5724498571571504,0.8490918612906592,2021-03-10
2021-03-11,0.44447070764954366,0.3709915398842218,0.37907585721478637,0.4488811388695944,0.4103464309391829,0.5706681779213195,0.849617927938431,2021-03-11
2021-03-12,0.4327764452223853,0.36197895910293865,0.37043218658679666,0.4392337720463774,0.39872501542046523,0.5566677115650193,0.8405625410016421,2021-03-12
2021-03-15,0.41717300525731305,0.3566278888076477,0.3593161704274505,0.4280271762755478,0.373281670314871,0.5461981075619705,0.8399707630007301,2021-03-15
2021-03-16,0.3959054119991495,0.3521500192520015,0.33917828372331094,0.40296500792839834,0.3420235691020748,0.5124705756717258,0.8186793030757814,2021-03-16
2021-03-17,0.39390276880843117,0.3457457606480247,0.33691354834326254,0.40268887247302537,0.33253746978803117,0.5021786368482026,0.8180050805230727,2021-03-17
2021-03-18,0.39467582810727764,0.34755238717097664,0.33736801077332584,0.4028179210849107,0.3308287131400102,0.4997358148414655,0.8039546964790145,2021-03-18
2021-03-19,0.39460234422577856,0.34685928930214943,0.336980803150403,0.4027459400903096,0.33054187112823474,0.49764002328123996,0.7848094890102615,2021-03-19
2021-03-22,0.3897200700343957,0.34636315749303853,0.3343708517690819,0.40205708609312024,0.3288762316208018,0.49668748093505516,0.7848711011252845,2021-03-22
2021-03-23,0.3890734076252573,0.34524403056955444,0.33399570390772226,0.40202455391483194,0.32866930988896925,0.4959707660745942,0.7851279137405744,2021-03-23
2021-03-24,0.37742013992622814,0.34528485144012727,0.32677536777461297,0.39437538769231023,0.31664437314154814,0.4679860060507956,0.7719464653816487,2021-03-24
2021-03-25,0.37732627367427946,0.3443099352125269,0.32560383939555243,0.39332628289516325,0.31680151184521854,0.46780457860156976,0.7696823455668036,2021-03-25
2021-03-26,0.37402933471379624,0.3425331811026324,0.32128629447020396,0.39115901309289397,0.31133686215411727,0.4661909853629527,0.7702964152693161,2021-03-26
2021-03-29,0.37138958752641765,0.34122417826791773,0.31779472947801307,0.3896123535549997,0.30842369700146316,0.4657561284218013,0.7697934196552805,2021-03-29
2021-03-30,0.37081138093745686,0.33986947777438226,0.3163866230325789,0.38577641407533214,0.3011342207721417,0.46338557821410964,0.7697624321784922,2021-03-30
2021-03-31,0.3711214922059279,0.3399108939110189,0.3162346123799521,0.38629591814073433,0.3010078430936928,0.4645042579570868,0.7701293804034383,2021-03-31
2021-04-01,0.3669326406053828,0.3396418058287555,0.3129887109781455,0.3837254323715602,0.2997908848899339,0.4583690985501182,0.7650807189571708,2021-04-01
2021-04-05,0.3672527405508086,0.34013016510701777,0.315237997546167,0.384839173504354,0.3003108282117434,0.45599278613585015,0.7630974727009816,2021-04-05
2021-04-06,0.3668315017461528,0.3400340622787692,0.31434775440793783,0.38396545220441314,0.3001778254573886,0.45353375546769514,0.7616830789316371,2021-04-06
2021-04-07,0.3571575169407563,0.3373014953813718,0.3041525710537377,0.37784900251347825,0.29135078910929996,0.44334228225392247,0.7597347661579158,2021-04-07
2021-04-08,0.35722945428235103,0.3372892923886972,0.3041442560293048,0.3774749855008239,0.29130241026138187,0.4417610626073522,0.7582809450654129,2021-04-08
2021-04-09,0.35693083523708824,0.33761060478955035,0.3036770631252556,0.37633323332112206,0.29130906571163967,0.44093306177681596,0.7584999481654402,2021-04-09
2021-04-12,0.35727597032526204,0.3376024949324751,0.30399238460284744,0.376364665652292,0.2913079862564625,0.44368070412542054,0.7581961253456938,2021-04-12
2021-04-13,0.3575257524209637,0.33229882954258483,0.3039968015256265,0.3764246602771001,0.29142140299443153,0.4439446171883563,0.7513510935601473,2021-04-13
2021-04-14,0.3549271815724399,0.32907032043693824,0.3010749965368937,0.3768699975178522,0.28778632843034485,0.44223260749296595,0.7482788425333824,2021-04-14
2021-04-15,0.3550872533712254,0.32917178362340305,0.3014188373710296,0.37702206455077625,0.2878421550814034,0.44514064096902206,0.7479983814971257,2021-04-15
2021-04-16,0.3550896876595729,0.32651271069788146,0.3014309833274779,0.37704612168163903,0.2864645625050131,0.4431191901206209,0.7479012977496612,2021-04-16
2021-04-19,0.3547176114125868,0.3262927637719529,0.301074629564532,0.3770751909966947,0.28653023788705767,0.4446044756780352,0.749037692229762,2021-04-19
2021-04-20,0.35427640599159826,0.32647769285141826,0.30070887328629176,0.37699244953746464,0.28573919863843644,0.4443683595926114,0.7488377308221611,2021-04-20
2021-04-21,0.3526487679421421,0.3252529778280067,0.2978409509587814,0.3744363037432872,0.2825315561778372,0.4397170004550726,0.7441934348385393,2021-04-21
2021-04-22,0.35199927714350043,0.3254334506021825,0.29602941993498527,0.369235804835086,0.2810921831442335,0.4373721460505844,0.7429894059205073,2021-04-22
2021-04-23,0.35226100182233383,0.3252456003784021,0.29651315454944643,0.3692325885137746,0.28107965286866216,0.43793090755644676,0.7417227098478736,2021-04-23
2021-04-26,0.3512974758793257,0.32577943122770936,0.29651361422850353,0.3684378506935995,0.280597651709404,0.4377557733686069,0.7414634851881154,2021-04-26
2021-04-27,0.3513308364013508,0.3253948286576876,0.29662495836058234,0.36810329980432116,0.280558614797252,0.43727862008388724,0.7373130309711217,2021-04-27
2021-04-28,0.3509244188933174,0.3243652698584463,0.2960502219954131,0.3672476963801813,0.2809535100451039,0.4368120445879442,0.7363076910136073,2021-04-28
2021-04-29,0.34964825562028823,0.323509800046966,0.28338033411819075,0.36925006101378777,0.2777750131547534,0.4363009344480484,0.7362228758489858,2021-04-29
2021-04-30,0.349614437492788,0.3208950492036996,0.2840057415500884,0.36590152213343297,0.27766061014838456,0.4362935182078794,0.7367448258849503,2021-04-30
2021-05-03,0.34915505901916055,0.3123320760399089,0.283049260072079,0.3657632596927516,0.2763059305987166,0.4350699790256306,0.7296187924801089,2021-05-03
2021-05-04,0.35103026652387664,0.31302584461517585,0.2836096304714406,0.36585591169557885,0.27592434945265426,0.4357242280567743,0.725784863331474,2021-05-04
2021-05-05,0.3508053011613564,0.31334194585141345,0.2830748551952071,0.3660044923664864,0.2758512572143631,0.43571371700659456,0.7258630179310016,2021-05-05
2021-05-06,0.3508701807022721,0.31321765564806664,0.28312853072139427,0.36623856757288475,0.2759755489013091,0.43558327390678825,0.7259865189920668,2021-05-06
2021-05-07,0.35079258146594433,0.31322787316333967,0.28273500880115515,0.3660913646827158,0.2761046100614082,0.4354158908526541,0.725945672684345,2021-05-07
2021-05-10,0.3512644188721988,0.31485902998168913,0.2839702429349614,0.3685905946967122,0.2769722800907436,0.43667520093734746,0.7281040587412985,2021-05-10
2021-05-11,0.3511332115434003,0.314798864965388,0.2839615448714113,0.3685840505228839,0.27684528119220597,0.43566226815087006,0.7283586348128679,2021-05-11
2021-05-12,0.35191615137394994,0.31485220458339186,0.2849834062476222,0.36852253298619203,0.27750849228217894,0.4361605509005093,0.7300649363784054,2021-05-12
2021-05-13,0.35198316459242546,0.31483923970762595,0.284372515986644,0.36770058812492445,0.277455605138981,0.4362274064171238,0.7304305451175646,2021-05-13
2021-05-14,0.3524037326251205,0.3152703128466347,0.28504386152503075,0.36913589027121785,0.2781375516152418,0.43702937108774215,0.7308118828347303,2021-05-14
2021-05-17,0.35249746161020157,0.3154671761788671,0.28488726653200963,0.36872216069846936,0.27814754109975387,0.43364286859191004,0.731264575024066,2021-05-17
2021-05-18,0.3521020330843032,0.3156894795611644,0.28513957983637295,0.3691123707537639,0.278201214115628,0.4329122125870478,0.7311790066298187,2021-05-18
2021-05-19,0.35202969280350493,0.3155861419516949,0.28497253315492266,0.36891794912401354,0.2780817490755385,0.4328950266391064,0.7317228511050806,2021-05-19
2021-05-20,0.35211043729616165,0.315057770801967,0.28434705560891027,0.3644814964085459,0.2780794844268534,0.4341340413567331,0.7325701544999915,2021-05-20
2021-05-21,0.35238599755297795,0.3146616526404344,0.2844250634136585,0.36456328825260476,0.27783777907228513,0.4341019731595458,0.7326974497696249,2021-05-21
2021-05-24,0.3525380901400858,0.31483792698762225,0.28569953772194795,0.3651680667811682,0.278669634656834,0.43505945828829284,0.7334278790088975,2021-05-24
2021-05-25,0.35244466027467164,0.31476199283034,0.28568075224524114,0.3650224154109839,0.2784181434417945,0.43349351174958956,0.7334751409014835,2021-05-25
2021-05-26,0.35244674803033144,0.31470257658294776,0.2857125539124352,0.364725440862748,0.2784284663549138,0.4327791741246581,0.7336720057176698,2021-05-26
2021-05-27,0.35274122780968664,0.31489306272692263,0.2858514475817694,0.36455080809308593,0.2785886599720337,0.4330255129284452,0.7333852473684288,2021-05-27
2021-05-28,0.35280630294300735,0.31451183616801814,0.2857588520859993,0.36479935520014267,0.27845032261446445,0.4333422352331064,0.7329367615803806,2021-05-28
2021-06-01,0.3526873381964847,0.3143480023193129,0.28587345130733216,0.36367309064382825,0.27862581823638954,0.4332149052375539,0.7296759565387195,2021-06-01
2021-06-02,0.3527035141876502,0.3143669412453275,0.28593384381958475,0.36367182939308207,0.2784510147480584,0.4341686249964549,0.7301618579369842,2021-06-02
2021-06-03,0.35296956484851966,0.31476071839887887,0.2861477356212089,0.3636209994686979,0.2785572998508558,0.4341514458535981,0.7325539496148193,2021-06-03
2021-06-04,0.35322218213020923,0.31468500761917123,0.28601155251678684,0.3633306327182589,0.27884706745739996,0.43538236095105476,0.7331478024986768,2021-06-04
2021-06-07,0.35222850650705545,0.3146087519986643,0.2855675343086769,0.36328504706036846,0.2781798922844528,0.4351440875699862,0.7329216049888048,2021-06-07
2021-06-08,0.35223794422386234,0.3148380820369368,0.28557254255503506,0.36343173109311044,0.27820880051766594,0.4350234875824212,0.7299100829371269,2021-06-08
2021-06-09,0.35098066273439277,0.31349622687044265,0.28557751372125334,0.3624006676382264,0.27815032160263764,0.4344222417263367,0.729874806366943,2021-06-09
2021-06-10,0.35029480690981135,0.31366961014420514,0.2856489717511661,0.3623064058146583,0.2761402737859993,0.43319708206377633,0.7251080896273876,2021-06-10
2021-06-11,0.3468139873539089,0.3117101802397837,0.2820785519680534,0.35833409593412313,0.2705751429885959,0.428903452115602,0.7229259788012569,2021-06-11
2021-06-14,0.3474898336565746,0.31179918581058474,0.282075421255458,0.3582520043670214,0.270571924592239,0.42879489546898153,0.7215983748120156,2021-06-14
